length,cs,sc,rs,rel
1.696817558607603,0.19487917360844526,0.24961508830135312,0.5,0.0
1.696817558607603,0.19487917360844526,0.20124611797498107,0.4,0.0
1.696817558607603,0.19487917360844526,0.24961508830135312,0.3,0.0
1.696817558607603,0.19487917360844526,0.24961508830135312,0.2,0.0
1.696817558607603,0.19487917360844526,0.24961508830135312,0.1,0.0
1.696817558607603,0.19487917360844526,0.24961508830135312,0.0,0.0
3.141707964790886,5.5000000000000016E-5,1.0E-4,0.9,0.4
3.141707964790886,5.5000000000000016E-5,9.0E-5,0.8,0.6
3.141707964790886,5.5000000000000016E-5,8.0E-5,0.7,0.4
3.141707964790886,5.5000000000000016E-5,7.0E-5,0.6,0.4
3.141707964790886,5.5000000000000016E-5,5.9999999999999995E-5,0.5,0.6
3.141707964790886,5.5000000000000016E-5,5.0E-5,0.4,0.6
3.141707964790886,5.5000000000000016E-5,4.0E-5,0.3,0.4
3.141707964790886,5.5000000000000016E-5,2.9999999999999997E-5,0.2,0.4
3.141707964790886,5.5000000000000016E-5,2.0E-5,0.1,0.0
3.141707964790886,5.5000000000000016E-5,1.0E-5,0.0,0.4
0.5656058528692011,5.5000000000000016E-5,1.0E-4,0.9,0.0
0.5656058528692011,5.5000000000000016E-5,9.0E-5,0.8,0.0
0.5656058528692011,5.5000000000000016E-5,8.0E-5,0.7,0.0
0.5656058528692011,5.5000000000000016E-5,7.0E-5,0.6,0.0
0.5656058528692011,5.5000000000000016E-5,5.9999999999999995E-5,0.5,0.0
0.5656058528692011,5.5000000000000016E-5,5.0E-5,0.4,0.0
0.5656058528692011,5.5000000000000016E-5,4.0E-5,0.3,0.0
0.5656058528692011,5.5000000000000016E-5,2.9999999999999997E-5,0.2,0.0
0.5656058528692011,5.5000000000000016E-5,2.0E-5,0.1,0.0
0.5656058528692011,5.5000000000000016E-5,1.0E-5,0.0,0.0
0.0,0.052744627669472986,0.3794733192202055,0.9,0.4
0.0,0.052744627669472986,9.0E-5,0.8,0.2
0.0,0.052744627669472986,0.09486832980505137,0.7,0.8
0.0,0.052744627669472986,7.0E-5,0.6,0.8
0.0,0.052744627669472986,5.9999999999999995E-5,0.5,0.8
0.0,0.052744627669472986,5.0E-5,0.4,0.0
0.0,0.052744627669472986,4.0E-5,0.3,0.8
0.0,0.052744627669472986,2.9999999999999997E-5,0.2,0.2
0.0,0.052744627669472986,2.0E-5,0.1,0.6
1.5167533716737038,0.09607603357434095,0.2683281572999748,0.9,0.8
1.5167533716737038,0.09607603357434095,0.22576335596012145,0.8,0.8
1.5167533716737038,0.09607603357434095,0.23655311848855498,0.7,0.8
1.5167533716737038,0.09607603357434095,0.018405254345807753,0.6,0.4
1.5167533716737038,0.09607603357434095,0.20281106861931503,0.5,0.6
1.5167533716737038,0.09607603357434095,5.0E-5,0.4,0.8
1.5167533716737038,0.09607603357434095,0.008789381029635713,0.3,0.6
1.5167533716737038,0.09607603357434095,2.9999999999999997E-5,0.2,0.6
1.5167533716737038,0.09607603357434095,2.0E-5,0.1,0.8
1.5167533716737038,0.09607603357434095,1.0E-5,0.0,0.8
0.0,8.0E-5,1.0E-4,0.9,0.8
0.0,8.0E-5,9.0E-5,0.8,0.8
0.0,8.0E-5,8.0E-5,0.7,0.8
0.0,8.0E-5,7.0E-5,0.6,0.6
0.0,8.0E-5,5.9999999999999995E-5,0.5,0.2
1.3781495760334983,0.03670007609842222,1.0E-4,0.9,0.8
1.3781495760334983,0.03670007609842222,9.0E-5,0.8,0.4
1.3781495760334983,0.03670007609842222,8.0E-5,0.7,0.6
1.3781495760334983,0.03670007609842222,7.0E-5,0.6,0.8
1.3781495760334983,0.03670007609842222,5.9999999999999995E-5,0.5,0.8
1.3781495760334983,0.03670007609842222,5.0E-5,0.4,0.8
1.3781495760334983,0.03670007609842222,4.0E-5,0.3,0.6
1.3781495760334983,0.03670007609842222,2.9999999999999997E-5,0.2,0.4
1.3781495760334983,0.03670007609842222,0.15434872662825794,0.1,0.2
1.3781495760334983,0.03670007609842222,0.21213203435596428,0.0,0.6
2.473688301031433,0.14050863041615708,1.0E-4,0.9,0.8
2.473688301031433,0.14050863041615708,0.14293465884305767,0.8,0.2
2.473688301031433,0.14050863041615708,0.2202165551905087,0.7,0.6
2.473688301031433,0.14050863041615708,0.14293465884305767,0.6,0.6
2.473688301031433,0.14050863041615708,0.21911633731366006,0.5,0.8
2.473688301031433,0.14050863041615708,0.1887705801930703,0.4,0.8
2.473688301031433,0.14050863041615708,0.14224859948453183,0.3,0.0
2.473688301031433,0.14050863041615708,0.12626031040829472,0.2,0.6
2.473688301031433,0.14050863041615708,0.0802560044008585,0.1,0.8
2.473688301031433,0.14050863041615708,0.14224859948453183,0.0,0.6
0.631408751261364,5.5000000000000016E-5,1.0E-4,0.9,0.8
0.631408751261364,5.5000000000000016E-5,9.0E-5,0.8,0.4
0.631408751261364,5.5000000000000016E-5,8.0E-5,0.7,0.6
0.631408751261364,5.5000000000000016E-5,7.0E-5,0.6,0.0
0.631408751261364,5.5000000000000016E-5,5.9999999999999995E-5,0.5,0.8
0.631408751261364,5.5000000000000016E-5,5.0E-5,0.4,0.6
0.631408751261364,5.5000000000000016E-5,4.0E-5,0.3,0.8
0.631408751261364,5.5000000000000016E-5,2.9999999999999997E-5,0.2,0.8
0.631408751261364,5.5000000000000016E-5,2.0E-5,0.1,0.8
0.631408751261364,5.5000000000000016E-5,1.0E-5,0.0,0.8
0.0,0.49923017660270624,0.49923017660270624,0.9,0.8
1.6578302742723623,0.017695452162436565,0.17650452162436564,0.9,0.6
1.6578302742723623,0.017695452162436565,9.0E-5,0.8,0.4
1.6578302742723623,0.017695452162436565,8.0E-5,0.7,0.4
1.6578302742723623,0.017695452162436565,7.0E-5,0.6,0.6
1.6578302742723623,0.017695452162436565,5.9999999999999995E-5,0.5,0.6
1.6578302742723623,0.017695452162436565,5.0E-5,0.4,0.6
1.6578302742723623,0.017695452162436565,4.0E-5,0.3,0.4
1.6578302742723623,0.017695452162436565,2.9999999999999997E-5,0.2,0.4
1.6578302742723623,0.017695452162436565,2.0E-5,0.1,0.4
1.6578302742723623,0.017695452162436565,1.0E-5,0.0,0.6
0.0,1.0E-4,1.0E-4,0.9,0.0
2.959773850042531,0.14209993795318487,0.1655236816821108,0.9,0.6
2.959773850042531,0.14209993795318487,0.2881673419145496,0.8,0.8
2.959773850042531,0.14209993795318487,0.30307291079398213,0.7,0.8
2.959773850042531,0.14209993795318487,0.35850517122232667,0.6,0.6
2.959773850042531,0.14209993795318487,0.009657341699694755,0.5,0.4
2.959773850042531,0.14209993795318487,0.00880830329272055,0.4,0.4
2.959773850042531,0.14209993795318487,4.0E-5,0.3,0.2
2.959773850042531,0.14209993795318487,0.003024753020094517,0.2,0.0
0.0,0.0014309450244810557,0.004122835073443167,0.9,0.6
0.0,0.0014309450244810557,9.0E-5,0.8,0.0
0.0,0.0014309450244810557,8.0E-5,0.7,0.0
0.9981132805516519,0.009806870601839528,0.09761870601839527,0.9,0.4
0.9981132805516519,0.009806870601839528,9.0E-5,0.8,0.0
0.9981132805516519,0.009806870601839528,8.0E-5,0.7,0.0
0.9981132805516519,0.009806870601839528,7.0E-5,0.6,0.0
0.9981132805516519,0.009806870601839528,5.9999999999999995E-5,0.5,0.0
0.9981132805516519,0.009806870601839528,5.0E-5,0.4,0.0
0.9981132805516519,0.009806870601839528,4.0E-5,0.3,0.0
0.9981132805516519,0.009806870601839528,2.9999999999999997E-5,0.2,0.0
0.9981132805516519,0.009806870601839528,2.0E-5,0.1,0.0
0.9981132805516519,0.009806870601839528,1.0E-5,0.0,0.0
1.1587736339965362,0.049968017660270626,0.49923017660270624,0.9,0.8
1.1587736339965362,0.049968017660270626,9.0E-5,0.8,0.0
1.1587736339965362,0.049968017660270626,8.0E-5,0.7,0.0
1.1587736339965362,0.049968017660270626,7.0E-5,0.6,0.6
1.1587736339965362,0.049968017660270626,5.9999999999999995E-5,0.5,0.0
1.1587736339965362,0.049968017660270626,5.0E-5,0.4,0.6
1.1587736339965362,0.049968017660270626,4.0E-5,0.3,0.0
1.1587736339965362,0.049968017660270626,2.9999999999999997E-5,0.2,0.0
1.1587736339965362,0.049968017660270626,2.0E-5,0.1,0.0
1.1587736339965362,0.049968017660270626,1.0E-5,0.0,0.0
2.225508961136918,0.024308222659642637,1.0E-4,0.9,0.4
2.225508961136918,0.024308222659642637,0.19523741203679054,0.8,0.2
2.225508961136918,0.024308222659642637,0.013216372009101793,0.7,0.4
2.225508961136918,0.024308222659642637,0.016439898730535727,0.6,0.6
2.225508961136918,0.024308222659642637,5.9999999999999995E-5,0.5,0.6
2.225508961136918,0.024308222659642637,5.0E-5,0.4,0.4
2.225508961136918,0.024308222659642637,4.0E-5,0.3,0.4
2.225508961136918,0.024308222659642637,2.9999999999999997E-5,0.2,0.2
2.225508961136918,0.024308222659642637,2.0E-5,0.1,0.4
2.225508961136918,0.024308222659642637,0.017888543819998312,0.0,0.2
0.0,8.0E-5,1.0E-4,0.9,0.0
0.0,8.0E-5,9.0E-5,0.8,0.0
0.0,8.0E-5,8.0E-5,0.7,0.0
0.0,8.0E-5,7.0E-5,0.6,0.0
0.0,8.0E-5,5.9999999999999995E-5,0.5,0.0
0.0,5.5000000000000016E-5,1.0E-4,0.9,0.6
0.0,5.5000000000000016E-5,9.0E-5,0.8,0.2
0.0,5.5000000000000016E-5,8.0E-5,0.7,0.8
0.0,5.5000000000000016E-5,7.0E-5,0.6,0.2
0.0,5.5000000000000016E-5,5.9999999999999995E-5,0.5,0.4
0.0,5.5000000000000016E-5,5.0E-5,0.4,0.0
0.0,5.5000000000000016E-5,4.0E-5,0.3,0.0
0.0,5.5000000000000016E-5,2.9999999999999997E-5,0.2,0.0
0.0,5.5000000000000016E-5,2.0E-5,0.1,0.0
0.0,5.5000000000000016E-5,1.0E-5,0.0,0.0
1.8423680922737034,0.014630484720697256,0.14230249470757708,0.9,0.6
1.8423680922737034,0.014630484720697256,9.0E-5,0.8,0.0
1.8423680922737034,0.014630484720697256,8.0E-5,0.7,0.0
1.8423680922737034,0.014630484720697256,7.0E-5,0.6,0.2
1.8423680922737034,0.014630484720697256,5.9999999999999995E-5,0.5,0.2
1.8423680922737034,0.014630484720697256,5.0E-5,0.4,0.0
1.8423680922737034,0.014630484720697256,4.0E-5,0.3,0.0
1.8423680922737034,0.014630484720697256,2.9999999999999997E-5,0.2,0.0
1.8423680922737034,0.014630484720697256,2.0E-5,0.1,0.0
1.8423680922737034,0.014630484720697256,0.0035623524993954815,0.0,0.0
0.0,4.8357961791391886E-4,8.771592358278377E-4,0.9,0.2
0.0,4.8357961791391886E-4,9.0E-5,0.8,0.0
0.0,0.09421630606623847,0.09421630606623847,0.9,0.8
0.0,8.719949365267862E-4,1.0E-4,0.9,0.0
0.0,8.719949365267862E-4,9.0E-5,0.8,0.0
0.0,8.719949365267862E-4,8.0E-5,0.7,0.0
0.0,8.719949365267862E-4,7.0E-5,0.6,0.0
0.0,8.719949365267862E-4,5.9999999999999995E-5,0.5,0.0
0.0,8.719949365267862E-4,0.008219949365267864,0.4,0.0
0.0,8.719949365267862E-4,4.0E-5,0.3,0.0
0.0,8.719949365267862E-4,2.9999999999999997E-5,0.2,0.0
0.0,8.719949365267862E-4,2.0E-5,0.1,0.0
0.0,8.719949365267862E-4,1.0E-5,0.0,0.0
2.027659453237945,0.19971107064108246,1.0E-4,0.9,0.0
2.027659453237945,0.19971107064108246,9.0E-5,0.8,0.0
2.027659453237945,0.19971107064108246,0.24961508830135312,0.7,0.0
2.027659453237945,0.19971107064108246,0.24961508830135312,0.6,0.0
2.027659453237945,0.19971107064108246,0.24961508830135312,0.5,0.0
2.027659453237945,0.19971107064108246,0.24961508830135312,0.4,0.0
2.027659453237945,0.19971107064108246,0.24961508830135312,0.3,0.0
2.027659453237945,0.19971107064108246,0.24961508830135312,0.2,0.0
2.027659453237945,0.19971107064108246,0.24961508830135312,0.1,0.0
2.027659453237945,0.19971107064108246,0.24961508830135312,0.0,0.0
3.2858787822656184,0.17104873642856255,0.31819805153394637,0.9,0.6
3.2858787822656184,0.17104873642856255,0.15503015638668705,0.8,0.0
3.2858787822656184,0.17104873642856255,0.21019038988498023,0.7,0.0
3.2858787822656184,0.17104873642856255,0.10583865538366313,0.6,0.0
3.2858787822656184,0.17104873642856255,0.14990535392027413,0.5,0.0
3.2858787822656184,0.17104873642856255,0.17607007626934584,0.4,0.0
3.2858787822656184,0.17104873642856255,0.15210830146448628,0.3,0.0
3.2858787822656184,0.17104873642856255,0.20884897718767811,0.2,0.0
3.2858787822656184,0.17104873642856255,0.11621209907821532,0.1,0.0
3.2858787822656184,0.17104873642856255,0.118085303176349,0.0,0.0
0.8440936722227345,0.008264949365267865,0.08219949365267865,0.9,0.0
0.8440936722227345,0.008264949365267865,9.0E-5,0.8,0.0
0.8440936722227345,0.008264949365267865,8.0E-5,0.7,0.0
0.8440936722227345,0.008264949365267865,7.0E-5,0.6,0.0
0.8440936722227345,0.008264949365267865,5.9999999999999995E-5,0.5,0.0
0.8440936722227345,0.008264949365267865,5.0E-5,0.4,0.0
0.8440936722227345,0.008264949365267865,4.0E-5,0.3,0.0
0.8440936722227345,0.008264949365267865,2.9999999999999997E-5,0.2,0.0
0.8440936722227345,0.008264949365267865,2.0E-5,0.1,0.0
0.8440936722227345,0.008264949365267865,1.0E-5,0.0,0.0
0.5396800151360773,0.007513559924999296,1.0E-4,0.9,0.2
0.5396800151360773,0.007513559924999296,0.02236067977499789,0.8,0.0
0.5396800151360773,0.007513559924999296,8.0E-5,0.7,0.0
2.087021964149368,0.03371150802573606,0.14230249470757708,0.9,0.0
2.087021964149368,0.03371150802573606,0.14230249470757708,0.8,0.0
2.087021964149368,0.03371150802573606,8.0E-5,0.7,0.2
2.087021964149368,0.03371150802573606,0.004331480818242099,0.6,0.0
2.087021964149368,0.03371150802573606,0.010846522890932806,0.5,0.0
2.087021964149368,0.03371150802573606,0.007124704998790963,0.4,0.0
2.087021964149368,0.03371150802573606,0.009480909262799542,0.3,0.0
2.087021964149368,0.03371150802573606,0.005234239225902136,0.2,0.4
2.087021964149368,0.03371150802573606,0.004331480818242099,0.1,0.0
2.087021964149368,0.03371150802573606,0.011080752827296763,0.0,0.4
0.0,1.0E-4,1.0E-4,0.9,0.0
1.3302969469710806,5.5000000000000016E-5,1.0E-4,0.9,0.0
1.3302969469710806,5.5000000000000016E-5,9.0E-5,0.8,0.0
1.3302969469710806,5.5000000000000016E-5,8.0E-5,0.7,0.0
1.3302969469710806,5.5000000000000016E-5,7.0E-5,0.6,0.0
1.3302969469710806,5.5000000000000016E-5,5.9999999999999995E-5,0.5,0.0
1.3302969469710806,5.5000000000000016E-5,5.0E-5,0.4,0.0
1.3302969469710806,5.5000000000000016E-5,4.0E-5,0.3,0.0
1.3302969469710806,5.5000000000000016E-5,2.9999999999999997E-5,0.2,0.0
1.3302969469710806,5.5000000000000016E-5,2.0E-5,0.1,0.0
1.3302969469710806,5.5000000000000016E-5,1.0E-5,0.0,0.0
1.021500536871737,0.011666209907821534,0.11621209907821532,0.9,0.0
1.021500536871737,0.011666209907821534,9.0E-5,0.8,0.0
1.021500536871737,0.011666209907821534,8.0E-5,0.7,0.0
1.021500536871737,0.011666209907821534,7.0E-5,0.6,0.0
1.021500536871737,0.011666209907821534,5.9999999999999995E-5,0.5,0.0
1.021500536871737,0.011666209907821534,5.0E-5,0.4,0.0
1.021500536871737,0.011666209907821534,4.0E-5,0.3,0.0
1.021500536871737,0.011666209907821534,2.9999999999999997E-5,0.2,0.0
1.021500536871737,0.011666209907821534,2.0E-5,0.1,0.0
1.021500536871737,0.011666209907821534,1.0E-5,0.0,0.0
0.3799617996797011,0.029986795438937425,0.16099689437998485,0.9,0.6
0.3799617996797011,0.029986795438937425,0.11894734808191616,0.8,0.6
0.3799617996797011,0.029986795438937425,8.0E-5,0.7,0.4
0.3799617996797011,0.029986795438937425,0.005521576303742326,0.6,0.6
0.3799617996797011,0.029986795438937425,5.9999999999999995E-5,0.5,0.2
0.3799617996797011,0.029986795438937425,5.0E-5,0.4,0.4
0.3799617996797011,0.029986795438937425,4.0E-5,0.3,0.2
0.3799617996797011,0.029986795438937425,2.9999999999999997E-5,0.2,0.2
0.3799617996797011,0.029986795438937425,0.007071067811865474,0.1,0.6
0.3799617996797011,0.029986795438937425,0.007071067811865474,0.0,0.6
1.2044504083977001,0.04168612013600357,0.14230249470757708,0.9,0.8
1.2044504083977001,0.04168612013600357,0.08825226081218282,0.8,0.0
1.2044504083977001,0.04168612013600357,0.14230249470757708,0.7,0.4
1.2044504083977001,0.04168612013600357,0.015811388300841892,0.6,0.0
1.2044504083977001,0.04168612013600357,0.010687057498186445,0.5,0.2
1.2044504083977001,0.04168612013600357,0.003118914307759026,0.4,0.0
1.2044504083977001,0.04168612013600357,4.0E-5,0.3,0.0
1.2044504083977001,0.04168612013600357,0.004331480818242099,0.2,0.0
1.2044504083977001,0.04168612013600357,0.007387168551531175,0.1,0.0
1.2044504083977001,0.04168612013600357,0.0026279416561381832,0.0,0.0
0.0,0.007444954428741078,1.0E-4,0.9,0.4
0.0,0.007444954428741078,9.0E-5,0.8,0.0
0.0,0.007444954428741078,0.07397954428741078,0.7,0.0
0.0,0.007444954428741078,7.0E-5,0.6,0.0
0.0,0.007444954428741078,5.9999999999999995E-5,0.5,0.0
0.0,0.007444954428741078,5.0E-5,0.4,0.0
0.0,0.007444954428741078,4.0E-5,0.3,0.0
0.0,0.007444954428741078,2.9999999999999997E-5,0.2,0.0
0.0,0.007444954428741078,2.0E-5,0.1,0.0
0.0,0.007444954428741078,1.0E-5,0.0,0.0
1.4466494282043751,0.1816108581342065,1.0E-4,0.9,0.0
1.4466494282043751,0.1816108581342065,9.0E-5,0.8,0.0
1.4466494282043751,0.1816108581342065,0.24961508830135312,0.7,0.0
1.4466494282043751,0.1816108581342065,0.24961508830135312,0.6,0.0
1.4466494282043751,0.1816108581342065,0.24961508830135312,0.5,0.0
1.4466494282043751,0.1816108581342065,0.24961508830135312,0.4,0.0
1.4466494282043751,0.1816108581342065,0.24961508830135312,0.3,0.0
1.4466494282043751,0.1816108581342065,2.9999999999999997E-5,0.2,0.0
1.4466494282043751,0.1816108581342065,0.31819805153394637,0.1,0.0
1.4466494282043751,0.1816108581342065,0.24961508830135312,0.0,0.0
2.3667131595193736,0.1823314689485765,0.0875695150018579,0.9,0.0
2.3667131595193736,0.1823314689485765,0.1173609806316177,0.8,0.0
2.3667131595193736,0.1823314689485765,0.21337289922679772,0.7,0.0
2.3667131595193736,0.1823314689485765,0.32904457442487917,0.6,0.0
2.3667131595193736,0.1823314689485765,0.21019038988498023,0.5,0.0
2.3667131595193736,0.1823314689485765,0.21019038988498023,0.4,0.0
2.3667131595193736,0.1823314689485765,0.17472866357204372,0.3,0.0
2.3667131595193736,0.1823314689485765,0.15052244407284496,0.2,0.0
2.3667131595193736,0.1823314689485765,0.330324832785763,0.1,0.0
2.3667131595193736,0.1823314689485765,1.0E-5,0.0,0.0
0.6022252041988501,5.5000000000000016E-5,1.0E-4,0.9,0.0
0.6022252041988501,5.5000000000000016E-5,9.0E-5,0.8,0.0
0.6022252041988501,5.5000000000000016E-5,8.0E-5,0.7,0.0
0.6022252041988501,5.5000000000000016E-5,7.0E-5,0.6,0.0
0.6022252041988501,5.5000000000000016E-5,5.9999999999999995E-5,0.5,0.0
0.6022252041988501,5.5000000000000016E-5,5.0E-5,0.4,0.0
0.6022252041988501,5.5000000000000016E-5,4.0E-5,0.3,0.0
0.6022252041988501,5.5000000000000016E-5,2.9999999999999997E-5,0.2,0.0
0.6022252041988501,5.5000000000000016E-5,2.0E-5,0.1,0.0
0.6022252041988501,5.5000000000000016E-5,1.0E-5,0.0,0.0
0.0,0.07454952219627071,0.06285872661926203,0.9,0.0
0.0,0.07454952219627071,0.11766968108291041,0.8,0.0
0.0,0.07454952219627071,0.058834840541455206,0.7,0.0
0.0,0.07454952219627071,0.058834840541455206,0.6,0.0
1.8877414284403704,0.16352932165108544,0.23680566521289792,0.9,0.0
1.8877414284403704,0.16352932165108544,0.28460498941515416,0.8,0.6
1.8877414284403704,0.16352932165108544,0.21946344598267076,0.7,0.0
1.8877414284403704,0.16352932165108544,0.008789381029635713,0.6,0.0
1.8877414284403704,0.16352932165108544,0.5025469672367395,0.5,0.4
1.8877414284403704,0.16352932165108544,5.0E-5,0.4,0.0
1.8877414284403704,0.16352932165108544,4.0E-5,0.3,0.0
1.8877414284403704,0.16352932165108544,0.008789381029635713,0.2,0.0
1.8877414284403704,0.16352932165108544,0.21067406495303503,0.1,0.4
0.35716135693580786,0.05118947416448335,0.2023735560288826,0.9,0.0
0.35716135693580786,0.05118947416448335,0.0577945169161142,0.8,0.0
0.35716135693580786,0.05118947416448335,0.04678877204190328,0.7,0.0
0.35716135693580786,0.05118947416448335,7.0E-5,0.6,0.0
0.35716135693580786,0.05118947416448335,5.9999999999999995E-5,0.5,0.0
0.35716135693580786,0.05118947416448335,5.0E-5,0.4,0.0
1.4598837748056641,0.1252831952353468,1.0E-4,0.9,0.0
1.4598837748056641,0.1252831952353468,9.0E-5,0.8,0.0
1.4598837748056641,0.1252831952353468,8.0E-5,0.7,0.0
1.4598837748056641,0.1252831952353468,7.0E-5,0.6,0.0
1.4598837748056641,0.1252831952353468,0.21213203435596428,0.5,0.0
1.4598837748056641,0.1252831952353468,0.15434872662825794,0.4,0.0
1.4598837748056641,0.1252831952353468,0.21213203435596428,0.3,0.0
1.4598837748056641,0.1252831952353468,0.24961508830135312,0.2,0.0
1.4598837748056641,0.1252831952353468,0.21213203435596428,0.1,0.0
1.4598837748056641,0.1252831952353468,0.21213203435596428,0.0,0.0
1.9380520828823502,0.1577847381416754,0.1728610772551825,0.9,0.0
1.9380520828823502,0.1577847381416754,0.14293465884305767,0.8,0.0
1.9380520828823502,0.1577847381416754,0.2202165551905087,0.7,0.0
1.9380520828823502,0.1577847381416754,0.14293465884305767,0.6,0.6
1.9380520828823502,0.1577847381416754,0.21911633731366006,0.5,0.0
1.9380520828823502,0.1577847381416754,0.1887705801930703,0.4,0.0
1.9380520828823502,0.1577847381416754,0.0802560044008585,0.3,0.0
1.9380520828823502,0.1577847381416754,0.14224859948453183,0.2,0.0
1.9380520828823502,0.1577847381416754,0.12626031040829472,0.1,0.0
1.9380520828823502,0.1577847381416754,0.14224859948453183,0.0,0.0
0.35716135693580786,7.000000000000001E-5,1.0E-4,0.9,0.0
0.35716135693580786,7.000000000000001E-5,9.0E-5,0.8,0.0
0.35716135693580786,7.000000000000001E-5,8.0E-5,0.7,0.0
0.35716135693580786,7.000000000000001E-5,7.0E-5,0.6,0.0
0.35716135693580786,7.000000000000001E-5,5.9999999999999995E-5,0.5,0.0
0.35716135693580786,7.000000000000001E-5,5.0E-5,0.4,0.0
0.35716135693580786,7.000000000000001E-5,4.0E-5,0.3,0.0
0.0,0.013716657388115908,0.010540925533894595,0.9,0.8
0.0,0.013716657388115908,0.010540925533894595,0.8,0.6
0.0,0.013716657388115908,0.010540925533894595,0.7,0.8
0.0,0.013716657388115908,0.007495316889958612,0.6,0.6
0.0,0.013716657388115908,5.9999999999999995E-5,0.5,0.4
0.0,0.013716657388115908,5.0E-5,0.4,0.2
0.0,0.013716657388115908,0.011704114719613055,0.3,0.6
0.0,0.013716657388115908,0.08620436566990362,0.2,0.0
0.0,0.013716657388115908,2.0E-5,0.1,0.2
0.0,0.013716657388115908,1.0E-5,0.0,0.2
0.0,0.024543892115497574,1.0E-4,0.9,0.2
0.0,0.024543892115497574,0.008540114134643577,0.8,0.4
0.0,0.024543892115497574,8.0E-5,0.7,0.2
0.0,0.024543892115497574,0.09961813313757868,0.6,0.0
0.0,0.024543892115497574,0.11087339780010018,0.5,0.0
0.0,0.024543892115497574,5.0E-5,0.4,0.0
0.0,0.024543892115497574,0.002846704711547859,0.3,0.0
0.0,0.024543892115497574,0.008789381029635713,0.2,0.0
0.0,0.024543892115497574,0.009428090415820631,0.1,0.0
0.0,0.024543892115497574,0.005113099925649136,0.0,0.0
0.0,8.5E-5,1.0E-4,0.9,0.0
0.0,8.5E-5,9.0E-5,0.8,0.0
0.0,8.5E-5,8.0E-5,0.7,0.0
