GDS_DTSS,LMS,LRI,OGDS
0.8246994496858824,0.793911673563932,0.41844118606949066,0.9287577451382667
0.6909839549044586,0.7217871151874854,0.6726924525205302,0.7265023121184171
0.741547123697828,0.515806003028793,0.44804942167519735,0.8456858326641005
0.8301975921042528,0.8246574188240093,0.7831001832649561,0.8422216171249134
0.71093608610344,0.641909696066236,0.7280711067134146,0.7468660967285573
0.8888299953016324,0.9363340106503703,0.7711575052838051,0.8880173798541583
0.8495798012884869,0.84378630807824,0.6520910273190321,0.8534006620523349
0.9214790709828311,0.8997633971233632,0.7857985305444682,0.9544868541450323
0.5538554206124408,0.5565553732731219,0.4479971150108782,0.6814602835158907
0.7580391083788559,0.7411390325304431,0.5741641897150787,0.797630508486593
0.3054949304952349,0.5151684224813459,0.48772600330577537,0.427003202341135
0.859247436519268,0.862413396029637,0.8981524264458701,0.8803820285097939
0.8339128287864361,0.757484723037816,0.4419843027631314,0.7812465906620728
0.6368569269550332,0.7426570748976415,0.8683081938569177,0.6249831112643371
0.5682346198427608,0.6974002882035026,0.557420028583789,0.714427185879436
0.8998919072446797,0.8962908295226952,0.8551621575445775,0.8903748953175524
0.7457190811959596,0.775706238444473,0.7174822109510002,0.7483036818796237
0.0,0.0,0.711159822770657,0.8215646923517526
0.285878844897068,0.3512991453235354,0.35443615583148214,0.285878844897068
0.5845700647744299,0.6472819658420976,0.8355132821896081,0.7521106483817058
0.20318925939717114,0.20318925939717114,0.7411520647020131,0.4918439517008916
0.7864708523902236,0.8053539678312136,0.7214195817478589,0.9367458888027649
0.2908406353993676,0.1668717422046261,0.4945917460883958,0.38477897304766984
0.7034727135237752,0.7259748238649412,0.7407211095449886,0.7021850238806251
0.5989241749561135,0.5911674651537703,0.6246476966654604,0.6146202498672432
0.5660141457790169,0.5207324637066146,0.698462664410085,0.687261493123577
0.4699523157654285,0.22403410839886645,0.788121997535567,0.6720367435727878
0.6436330547712572,0.6576158756606434,0.4713112547084652,0.6259909136911626
0.3439835094789631,0.37630452037145345,0.6617638985254797,0.6254342301035033
0.5119785872176269,0.6170457329530794,0.8070426270419737,0.6485452877566377
0.0,0.0,0.6220812219017463,0.4502478838650172
0.6576403962110277,0.6888300079614775,0.7752427670115267,0.793359541510289
0.6051906348295047,0.6858827194734387,0.5352811827680042,0.7094472026641538
0.9631883898281782,0.9699814248469512,0.8789121845803505,0.966104523821455
0.7485603940792818,0.8409706843872825,0.6089554101057357,0.7783282721588404
0.5697337206187991,0.7939071795111853,0.6652414971475319,0.7334915050813715
0.7577515945870208,0.8115398506823666,0.40740583996796353,0.8131650815773149
0.5912607118748677,0.6239149704218536,0.6049843728156111,0.6530683417691934
0.704301911263813,0.6212827310502897,0.7233099747388329,0.7725876430762192
0.8501854839192657,0.8394712497864432,0.7922697476915064,0.8501854839192657
0.808577825302977,0.8299188417231209,0.9105964885550156,0.8060314588646202
0.3949329094447116,0.3949329094447116,0.11458202415614135,0.45889548731059854
0.6666595068863364,0.7577074349085408,0.6064689951447806,0.7661544085147842
0.5935348159040825,0.5193023784669566,0.5515545507722764,0.7816050923755767
