GDS_SS,GDS_TS,GDS_TSS,SRR,PRR,SPRR,MW,GDS_DTSS,LMS,LRI
0.64647662793934,0.5721149595266585,0.6048455490742921,0.5925207398002017,0.6391772265359829,0.7336065168577284,0.7455767894133064,0.6576403962110277,0.6888300079614775,0.7752427670115267
0.7160989029030238,0.7922086956169837,0.8065311958589029,0.8477167308834231,0.8495114793970667,0.815446772212673,0.7989282040079746,0.808577825302977,0.8299188417231209,0.9105964885550156
0.7742456591665592,0.9158241296990866,0.9150601535490442,0.6648467952564765,0.7070988153961585,0.786592079876847,0.9259975598493413,0.8998919072446797,0.8962908295226952,0.8551621575445775
0.0,0.20318925939717114,0.20318925939717114,0.6254290961833844,0.5333284219883141,0.5675703328880554,0.20318925939717114,0.20318925939717114,0.20318925939717114,0.7411520647020131
0.5873096133858535,0.1668717422046261,0.2908406353993676,0.19489645113615822,0.15611790340852214,0.18163564772773091,0.1668717422046261,0.2908406353993676,0.1668717422046261,0.4945917460883958
0.027862073616891223,0.0,0.0,0.3338557809902244,0.29690892446730094,0.3744578059776855,0.0,0.0,0.0,0.711159822770657
0.14047181759750896,0.6051906348295047,0.6051906348295047,0.12103812696590094,0.12103812696590094,0.12934395221804168,0.5857257542188619,0.6051906348295047,0.6858827194734387,0.5352811827680042
0.6225274043763339,0.0,0.0,0.22047601927436217,0.1868136847454455,0.275445647597866,0.0,0.0,0.0,0.6220812219017463
0.26426298651363506,0.8495798012884869,0.8495798012884869,0.48080710562299434,0.6362254095872282,0.6540302166477883,0.8600642646168516,0.8495798012884869,0.84378630807824,0.6520910273190321
0.8458219072763039,0.9110122176404021,0.9110122176404021,0.39794167052417945,0.3769386382447322,0.4319596577678979,0.7071519461447364,0.9214790709828311,0.8997633971233632,0.7857985305444682
0.5798511410312723,0.6239149704218536,0.5912607118748677,0.22682936622907887,0.22682936622907887,0.11703480061171367,0.5510173030924955,0.5912607118748677,0.6239149704218536,0.6049843728156111
0.804451727515787,0.7939071795111853,0.5697337206187991,0.5750215274170609,0.5492536285000167,0.5550333115433698,0.6876119489166075,0.5697337206187991,0.7939071795111853,0.6652414971475319
0.2639306737516885,0.5151684224813459,0.3054949304952349,0.14006489566771266,0.18297686404182253,0.1887588276771942,0.21100212805593277,0.3054949304952349,0.5151684224813459,0.48772600330577537
0.7893521812117503,0.7426570748976415,0.6368569269550332,0.5274730774272424,0.46878469232733444,0.6087744474143789,0.2954130690925441,0.6368569269550332,0.7426570748976415,0.8683081938569177
0.738628129147739,0.7468526159573325,0.7468526159573325,0.6957418791600393,0.6530215325110496,0.6693786163104496,0.7002186541960321,0.7457190811959596,0.775706238444473,0.7174822109510002
0.6751001718678331,0.598652632288363,0.598652632288363,0.6538202075222118,0.6524740979724848,0.6352410846557202,0.6063538490264608,0.5989241749561135,0.5911674651537703,0.6246476966654604
0.07741149231083744,0.24577538885015524,0.24577538885015524,0.06855731093441415,0.06855731093441415,0.06855731093441415,0.14099782225529878,0.285878844897068,0.3512991453235354,0.35443615583148214
0.5034853669928131,0.7916447209060308,0.7916447209060308,0.3541776424528223,0.38179569983450606,0.5125864956144709,0.8639620482482699,0.7577515945870208,0.8115398506823666,0.40740583996796353
0.6824320305081161,0.6576158756606434,0.6436330547712572,0.5444850647257832,0.6271287890488592,0.6719975179512475,0.6717784137063815,0.6436330547712572,0.6576158756606434,0.4713112547084652
0.44552483301918766,0.7051520623348426,0.7051520623348426,0.7401053514093954,0.768088509169009,0.7547090401040744,0.6474400938153066,0.704301911263813,0.6212827310502897,0.7233099747388329
0.5585453792257429,0.6974002882035026,0.5682346198427608,0.09901354930215904,0.06555239273222334,0.1793167238759616,0.1214005099677494,0.5682346198427608,0.6974002882035026,0.557420028583789
0.43335147255414264,0.7307513200799851,0.7307513200799851,0.4373953257345549,0.6506987805750294,0.5730527625762144,0.696605839930251,0.6666595068863364,0.7577074349085408,0.6064689951447806
0.4275534278378792,0.5765959854924134,0.5427028591734034,0.5105746766475341,0.5575840655551306,0.48427121774554865,0.6932004809220257,0.5119785872176269,0.6170457329530794,0.8070426270419737
0.7381256413092682,0.8501854839192657,0.8501854839192657,0.6855654845882987,0.6938799620332198,0.7621125070614206,0.6800307990146047,0.8501854839192657,0.8394712497864432,0.7922697476915064
0.3574887470076377,0.6402662926601497,0.6402662926601497,0.5046754801427038,0.5782026224834647,0.5677439415291543,0.6317468186578727,0.5935348159040825,0.5193023784669566,0.5515545507722764
0.08960529675194145,0.8447637072749842,0.8447637072749842,0.19955415239422214,0.16315435378220913,0.2807349629755776,0.8289110400988283,0.8246994496858824,0.793911673563932,0.41844118606949066
0.7365319123783761,0.6883690630641514,0.6883690630641514,0.6007199796942112,0.6125439450715261,0.5563728130026033,0.6040065868005053,0.6909839549044586,0.7217871151874854,0.6726924525205302
0.5717318426029682,0.8888299953016324,0.8888299953016324,0.5323526576649134,0.5500212636476933,0.5608833028829047,0.7743636922467311,0.8888299953016324,0.9363340106503703,0.7711575052838051
0.22403410839886645,0.22403410839886645,0.4699523157654285,0.5159805200613484,0.5542811974266468,0.4214993817727613,0.6725941423790283,0.4699523157654285,0.22403410839886645,0.788121997535567
0.8139472582559596,0.7945470180723678,0.7769615554332066,0.5953003497894002,0.6212465044371753,0.5302525699619532,0.7032308928186174,0.8339128287864361,0.757484723037816,0.4419843027631314
0.21356210370856268,0.71093608610344,0.6055263668881657,0.5157680597705211,0.49780329170692655,0.6616819564012888,0.7385384567939284,0.71093608610344,0.641909696066236,0.7280711067134146
0.7098220050339267,0.8127225768756781,0.8555697150383333,0.7793982612676955,0.7748135104795468,0.8245648069043354,0.862413396029637,0.859247436519268,0.862413396029637,0.8981524264458701
