GDS_SS,GDS_TS,GDS_TSS,GDS_DTSS,LMS,SRR,PRR,SPRR,MW,LRI
0.64647662793934,0.5721149595266585,0.6048455490742921,0.6576403962110277,0.6888300079614775,0.5925207398002017,0.6391772265359829,0.7336065168577284,0.7455767894133064,0.7752427670115267
0.7160989029030238,0.7922086956169837,0.8065311958589029,0.808577825302977,0.8299188417231209,0.8477167308834231,0.8495114793970667,0.815446772212673,0.7989282040079746,0.9105964885550156
0.7742456591665592,0.9158241296990866,0.9150601535490442,0.8998919072446797,0.8962908295226952,0.6648467952564765,0.7070988153961585,0.786592079876847,0.9259975598493413,0.8551621575445775
0.0,0.20318925939717114,0.20318925939717114,0.20318925939717114,0.20318925939717114,0.6254290961833844,0.5333284219883141,0.5675703328880554,0.20318925939717114,0.7411520647020131
0.5873096133858535,0.1668717422046261,0.2908406353993676,0.2908406353993676,0.1668717422046261,0.19489645113615822,0.15611790340852214,0.18163564772773091,0.1668717422046261,0.4945917460883958
0.027862073616891223,0.0,0.0,0.0,0.0,0.3338557809902244,0.29690892446730094,0.3744578059776855,0.0,0.711159822770657
0.14047181759750896,0.6051906348295047,0.6051906348295047,0.6051906348295047,0.6858827194734387,0.12103812696590094,0.12103812696590094,0.12934395221804168,0.5857257542188619,0.5352811827680042
0.6225274043763339,0.0,0.0,0.0,0.0,0.22047601927436217,0.1868136847454455,0.275445647597866,0.0,0.6220812219017463
0.372205887206007,0.3439835094789631,0.3439835094789631,0.3439835094789631,0.37630452037145345,0.2943459764060792,0.3045369237089044,0.31879420248188833,0.5279222121856334,0.6617638985254797
0.8472598257948015,0.7152646159729569,0.7152646159729569,0.741547123697828,0.515806003028793,0.13893411569086825,0.23249293065545107,0.34609361463880783,0.6772445623116589,0.44804942167519735
0.26426298651363506,0.8495798012884869,0.8495798012884869,0.8495798012884869,0.84378630807824,0.48080710562299434,0.6362254095872282,0.6540302166477883,0.8600642646168516,0.6520910273190321
0.21356210370856268,0.71093608610344,0.6055263668881657,0.71093608610344,0.641909696066236,0.5157680597705211,0.49780329170692655,0.6616819564012888,0.7385384567939284,0.7280711067134146
0.7098220050339267,0.8127225768756781,0.8555697150383333,0.859247436519268,0.862413396029637,0.7793982612676955,0.7748135104795468,0.8245648069043354,0.862413396029637,0.8981524264458701
