"","Estimate","Std. Error","t value","Pr(>|t|)"
"length",0.0368902561098173,0.00425651587271209,8.66677282852752,8.29147317717191e-18
"cs",0.773201533523122,0.122037013124058,6.33579529463831,2.8377338732706e-10
"sc",0.526627422200487,0.0883455967973882,5.96099229946066,2.89862832270234e-09
"rs",0.244398972238204,0.0129150832447148,18.9235305423385,2.78361636020183e-74
