GDS_SS,GDS_TS,GDS_TSS,GDS_DTSS,LMS,LRI,SRR,PRR,SPRR,MW
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
