LRI,PRR,SPRR,SRR1,SRR2,SRR3,SRR4,SRR5
0.25,0.25,0.75,0.25,0.5,0.5,0.75,0.0
0.25,0.375,0.625,0.375,0.5,0.5,0.625,0.25
0.3297209129983399,0.4945813694975099,0.5054186305024901,0.4945813694975099,0.40433490440199216,0.40433490440199216,0.5054186305024901,0.20216745220099608
0.28630912347257653,0.4294636852088648,0.4827614971309606,0.4294636852088648,0.4827614971309606,0.3510992706406986,0.526648905961048,0.1755496353203493
0.3250509640255243,0.4536243210389071,0.4335891610445268,0.4536243210389071,0.5014934110432857,0.38324182166750564,0.47300635750312015,0.22557303583313226
0.40956802448646024,0.41560025621853713,0.45312637228057573,0.47148212888545504,0.4594568246344568,0.37905835198237275,0.43335763594217214,0.2346058066683154
0.38022155448853057,0.43358972912952,0.42065884870845116,0.4376993740738562,0.4265357099151488,0.3518979686300266,0.4261906697239117,0.28944802185188967
0.37727520383229957,0.40634392300846234,0.4361174282412514,0.41019532708163087,0.4206790816055529,0.392623246714497,0.44130164203089906,0.31315159546398835
0.39351910263055484,0.40224574879741964,0.48647926068702163,0.40588096882223024,0.45319707739555903,0.3705848208984494,0.4913724781793952,0.33299483128038493
0.40740583996796353,0.38179569983450606,0.5125864956144709,0.38524610640206924,0.4301566787081983,0.35174440367852117,0.5172309434489814,0.3160654774601397
0.4194735466477704,0.42608652927479845,0.5197584017335285,0.42937633119215807,0.4566809405581696,0.33537190211742346,0.5397021954415369,0.3013537081497891
0.45088863672281143,0.45730935432546344,0.5191839484489542,0.4168926977941563,0.5015512046007363,0.36923215281780897,0.524010961755501,0.3362029995389685
0.43853655961049937,0.4447813818978008,0.5049609238606042,0.40547193814019555,0.4878112283617479,0.4002094951301727,0.5096557013205838,0.3680851742534524
0.4271630537300411,0.4332459156939658,0.49186469297387675,0.43385867369297537,0.47515977718227576,0.40279757557427287,0.5223728480265115,0.3715064033698585
