LRI,PRR,SPRR,SRR1,SRR2,SRR3,SRR4,SRR5
1.0,1.0,1.0,0.75,0.0,1.0,0.75,1.0
0.5,1.0,1.0,0.875,0.5,0.875,0.375,0.5
0.6199062332840657,1.0,1.0,0.9049765583210164,0.6199062332840657,0.665164091752885,0.5248827916050821,0.6199062332840657
0.5608333280452763,1.0,0.8403030283801005,0.9201515141900503,0.6806060567602009,0.7186363722895478,0.6007575709502512,0.640681813855226
0.6139382403090514,0.9697695000240991,0.8596139055669277,0.8088849528798602,0.7192278111338556,0.7526594248524286,0.6490347639173194,0.6841312875255875
0.6517628881034895,0.8747557130860609,0.8733683229467235,0.8276095718406286,0.7467366458934469,0.7768927758782335,0.6834208073668087,0.7150787266301277
0.6805791895907249,0.885119562911287,0.8631597074185086,0.8418747215953462,0.7470066854514995,0.7953546939640452,0.7096174450824773,0.7386557005742296
0.7035359838446702,0.8215059628147222,0.8550269119449927,0.8173041632956755,0.7112867828999844,0.7381925007905727,0.6945522257793572,0.6855684677140441
0.7064950774414348,0.7691877769277684,0.8005739208014883,0.7652535719707185,0.713752261399472,0.7230230436017999,0.6662406041508372,0.6578289830458136
0.7233099747388329,0.768088509169009,0.7547090401040744,0.7643796948177555,0.6728613936532148,0.6959235529761194,0.6280716792943302,0.6631094606963107
0.7247017064848125,0.7671452971562208,0.7283913582464354,0.7245216775678474,0.6377755309375376,0.6987433295516935,0.6344295419415027,0.6546042377787831
0.7139367547775795,0.754346968795971,0.7294265795118857,0.7017884147770804,0.6431519520102851,0.7011989209696736,0.6040354542085561,0.6591744334815713
0.7155363083660626,0.7319771016694065,0.7303390955199758,0.7039267973234697,0.6478911033964206,0.6700978582849341,0.6105095835214356,0.6632029217652673
0.7272923542826205,0.7327219349347941,0.7208198596281914,0.7058308669890113,0.6417792000030833,0.6733999782899096,0.6162743112855399,0.6357946998038476
0.7378502178785658,0.7333908544059752,0.7316283055483218,0.6978621347160731,0.655647701319388,0.6666868063379139,0.6117727568277034,0.6305374144284784
0.7382929072059745,0.7248870278082886,0.7322976964047905,0.6906528321572556,0.6317585289035164,0.6606134077001329,0.6259182003791993,0.6439991491225383
0.7300887838021177,0.7171444518764292,0.7242999805261165,0.6840888962824839,0.6272222494006576,0.6722980588191686,0.630190179802329,0.6562558081507995
0.7367518366115002,0.7323557465959923,0.7393346332152242,0.6918875064950989,0.636424674825562,0.6886164356728501,0.6310906416716116,0.6565128115501373
0.7429801455052433,0.7308015785612402,0.7376153485048628,0.7070637671638387,0.6371401839646342,0.6723241439604507,0.6319323511446373,0.6567530462599034
0.7412458543769146,0.7444946442259305,0.7208523890054405,0.721296295533401,0.6529617874471245,0.6797708668558777,0.6478723072221736,0.6418277539135709
0.7396146151648199,0.7282106259342037,0.7196672074859247,0.7055196849676757,0.6532615485073656,0.6794842441954804,0.6337016686778518,0.6496619048401023
0.7240168321005152,0.7409720999826757,0.7326088542687526,0.6906409322117285,0.6605739393600394,0.68624362283028,0.6203374909657573,0.6570502088235872
0.7092710240873966,0.7462476343547363,0.7448436082749097,0.6969415445987204,0.6471202514671587,0.6722671291027454,0.6280699499636451,0.664034952208841
0.7215638706809897,0.7381140039727155,0.7498697063654054,0.6897791508841296,0.6540713147671383,0.6787228464981541,0.6419623040625775,0.677218863819278
0.7077983986045422,0.7494691665447312,0.7546415106538479,0.7020564107195271,0.667029782796226,0.691211030487986,0.6360745044495694,0.6642993736142739
0.7132038250218358,0.7356047646645202,0.7468477465518231,0.707568057954411,0.6608567447475996,0.6784243436721672,0.6428067484830737,0.6581768453022528
0.7063818376331656,0.7403529643813916,0.7334353177906776,0.7188060006488475,0.6729335627866004,0.69018567013987,0.655207721331612,0.6463568323335996
0.705688700267741,0.7274317987228451,0.7206348838126487,0.7062608879018464,0.6611890483991599,0.6839576297573081,0.6437725709163524,0.6583464340506172
0.7163446086457192,0.7207409470563836,0.725377836950885,0.6999294677896468,0.6556228405852345,0.6949824798645952,0.6385020533362739,0.6698061011554909
0.7305693317660653,0.734916952509156,0.7228803307278897,0.7143360939621919,0.6483576092454896,0.6928217973262184,0.6369672540641504,0.6679244086160828
0.7389226177800495,0.7323665882270217,0.7367453172847701,0.7120091647534875,0.6630316480442201,0.6907284370154143,0.635480275841182,0.6769577961414833
0.7523436539356362,0.7405361390562544,0.7342257514692676,0.709752853835863,0.6612965811294091,0.6993411225330822,0.6340384248445108,0.6750745199734126
0.7653676114003558,0.7380252453685185,0.7317807302629872,0.7075632987912555,0.6596128484104912,0.6920408839201571,0.6482973395764275,0.6732469629634374
0.7728934312466107,0.7355868351604978,0.7242841237583136,0.7156812853453544,0.6682220554126843,0.6900735528877565,0.657022466434967,0.666349995944383
0.775177806852359,0.728187856648454,0.7220281380161024,0.7084825289258124,0.6665299759548202,0.6881616778156348,0.6504137359918485,0.6646767467960313
0.7823397215984963,0.7358140756342615,0.7297152207283827,0.7113629916028397,0.6797058951237241,0.6863024661251738,0.653867972138198,0.6630495879805669
0.7844533615394099,0.7335241490911611,0.7371952473428074,0.7093105029064011,0.6731054554911062,0.689348697811696,0.6669398952319622,0.6760323508926522
0.7769637906934879,0.7360683280850436,0.7349306250001817,0.7120858617605915,0.6714527306303547,0.7018621450901626,0.6748935391061213,0.6838991845188438
0.769667489850899,0.7432422470864662,0.7468106210274172,0.7194849949757863,0.6792334408925801,0.7093572870427661,0.6779465443722145,0.6868676196942842
0.7753781066283432,0.749075517238859,0.7526273284897019,0.7347115811805828,0.6853638093980926,0.7060647888025158,0.6794413629288005,0.6929625539824714
0.7764090087311865,0.7639956340411781,0.7491731456228805,0.7451081216043763,0.6959868314036127,0.7165928036701358,0.6900915660003668,0.6897822025778548
0.7774239355924351,0.760527696060024,0.7548509136137749,0.7417259180421516,0.7019060233384934,0.7224184607329863,0.6869590942353806,0.7002687704159988
0.7829139841731636,0.7750747339436532,0.7694234434175549,0.7473762706369145,0.6987540737139099,0.7281555145823243,0.6928553804223875,0.7061052887317438
0.783878593889317,0.7805176216796471,0.7837783318399505,0.7529422349641224,0.7045360880865065,0.7338068852770103,0.7075504948019037,0.7207415278758162
0.7804312630749559,0.7814828583526361,0.7891270152539713,0.75402874230464,0.7190288352793943,0.7481709057488187,0.7088366253312652,0.7263674337046835
0.7857406611820299,0.7954946875362316,0.7900450517632266,0.7681600931087588,0.7202520445376698,0.7449137402685309,0.7144577110231417,0.7275586943409517
0.7866642315613505,0.8006867386013706,0.7866395422896945,0.7820910219783135,0.7343894822802352,0.7589448731386623,0.7286201253890433,0.7244225339149114
0.7961124802893195,0.7972687811602235,0.7918191140314081,0.7787524456046189,0.7397920981574391,0.7599738850166678,0.7255098046365187,0.7384052612844393
0.7969745599907528,0.8108106084227591,0.8053839836430683,0.7881443516478142,0.7366641001710622,0.7567605541525617,0.7351268318646421,0.7352831271386698
0.8138000664893182,0.8108106084227591,0.8222094901416337,0.7881443516478142,0.7534896066696277,0.7693796840264858,0.7519523383632075,0.7521086336372353
0.8179852577114657,0.8108106084227591,0.8222094901416337,0.7881443516478142,0.7534896066696277,0.7861204489150755,0.7519523383632075,0.7646642073036777
0.8179852577114657,0.8274691020992767,0.8222094901416337,0.8048028453243319,0.7701481003461453,0.8027789425915932,0.7519523383632075,0.7646642073036777
0.8221299005950087,0.8399030307499058,0.8346434187922628,0.821381416858504,0.7825820289967744,0.8027789425915932,0.7685309098973796,0.7812427788378498
0.8386307859663255,0.8399030307499058,0.8511443041635797,0.821381416858504,0.790832471682433,0.8110293852772517,0.7685309098973796,0.7894932215235083
0.8509497831880184,0.8481156955643677,0.8511443041635797,0.8295940816729659,0.790832471682433,0.8110293852772517,0.7685309098973796,0.8059185511524322
0.8550377345993116,0.8562915983869541,0.859320206986166,0.8377699844955523,0.7990083745050193,0.8273811909224245,0.776706812719966,0.8059185511524322
0.8713179556848145,0.872571819472457,0.8674603175289174,0.8377699844955523,0.8152885955905221,0.8273811909224245,0.7848469232627174,0.8140586616951836
0.8713179556848145,0.872571819472457,0.8674603175289174,0.8539804739247614,0.8152885955905221,0.835486435637029,0.8010574126919265,0.8140586616951836
0.8713179556848145,0.8887143489785307,0.8795672146584728,0.8580161063012798,0.831431125096596,0.8395220680135475,0.805093045068445,0.826165558824739
0.8713179556848145,0.8927334152478732,0.8956434797358424,0.8620351725706222,0.8354501913659385,0.8515792668215746,0.8211693101458145,0.8301846250940814
0.8713179556848145,0.9047421335900995,0.8996463858499177,0.878046797026924,0.8474589097081646,0.8675908912778764,0.8251722162598899,0.8341875312081568
0.8713179556848145,0.9087292686309935,0.9036335208908118,0.8900082021496063,0.8514460447490587,0.8715780263187705,0.8371336213825723,0.8501360713717332
